,Title,Year,Rating,Image Source
300,"tick, tick...BOOM!",2021,3.82,https://a.ltrbxd.com/resized/film-poster/4/6/6/2/9/1/466291-tick-tick-boom--0-1000-0-1500-crop.jpg?v=37cdb94d8e
301,Die Hard,1988,4.07,https://a.ltrbxd.com/resized/film-poster/5/1/5/5/6/51556-die-hard-0-1000-0-1500-crop.jpg?v=e24e92754d
302,Big Hero 6,2014,3.78,https://a.ltrbxd.com/resized/sm/upload/hu/db/3b/mm/q6WZxPlic8hpKzCxnzWOFCCLQfo-0-1000-0-1500-crop.jpg?v=d5c2ad9fb4
303,Frozen,2013,3.39,https://a.ltrbxd.com/resized/sm/upload/6w/m8/pw/94/eFnGmj63QPUpK7QUWSOUhypIQOT-0-1000-0-1500-crop.jpg?v=aae3ef24d7
304,Halloween,1978,3.80,https://a.ltrbxd.com/resized/film-poster/6/0/2/9/8/60298-halloween-0-1000-0-1500-crop.jpg?v=bcb3149dda
305,Eternals,2021,2.74,https://a.ltrbxd.com/resized/film-poster/4/5/4/0/1/6/454016-eternals-0-1000-0-1500-crop.jpg?v=2578d04fd8
306,The Irishman,2019,3.91,https://a.ltrbxd.com/resized/film-poster/3/3/3/2/0/3/333203-the-irishman-0-1000-0-1500-crop.jpg?v=44b0138d78
307,The Killing of a Sacred Deer,2017,3.74,https://a.ltrbxd.com/resized/film-poster/3/3/3/3/1/0/333310-the-killing-of-a-sacred-deer-0-1000-0-1500-crop.jpg?v=f2a22b1af9
308,John Wick: Chapter 4,2023,3.93,https://a.ltrbxd.com/resized/film-poster/5/3/0/8/8/2/530882-john-wick-chapter-4-0-1000-0-1500-crop.jpg?v=bc32219057
309,Kingsman: The Secret Service,2014,3.73,https://a.ltrbxd.com/resized/film-poster/1/4/8/2/0/0/148200-kingsman-the-secret-service-0-1000-0-1500-crop.jpg?v=cd49b739cf
310,The Hunger Games: Mockingjay – Part 1,2014,3.20,https://a.ltrbxd.com/resized/film-poster/1/0/1/9/9/1/101991-the-hunger-games-mockingjay-part-1-0-1000-0-1500-crop.jpg?v=2909b52c8c
311,Vertigo,1958,4.24,https://a.ltrbxd.com/resized/sm/upload/q9/3o/ng/om/obhM86qyv8RsE69XSMTtT9FdE0b-0-1000-0-1500-crop.jpg?v=1403a5e003
312,The Conjuring,2013,3.57,https://a.ltrbxd.com/resized/film-poster/1/0/6/2/6/2/106262-the-conjuring-0-1000-0-1500-crop.jpg?v=8cbb976912
313,Promising Young Woman,2020,3.67,https://a.ltrbxd.com/resized/film-poster/5/1/0/0/4/7/510047-promising-young-woman-0-1000-0-1500-crop.jpg?v=21703347b6
314,Legally Blonde,2001,3.78,https://a.ltrbxd.com/resized/film-poster/4/7/5/8/6/47586-legally-blonde-0-1000-0-1500-crop.jpg?v=683a318854
315,All Quiet on the Western Front,2022,3.99,https://a.ltrbxd.com/resized/film-poster/1/6/5/3/0/16530-all-quiet-on-the-western-front-0-1000-0-1500-crop.jpg?v=bff4d496a1
316,Cars,2006,3.69,https://a.ltrbxd.com/resized/sm/upload/de/kp/63/hd/dWg33ektXuHmxjSjEulwDPTWbC2-0-1000-0-1500-crop.jpg?v=df40f228cb
317,The Hangover,2009,3.60,https://a.ltrbxd.com/resized/film-poster/4/0/1/0/0/40100-the-hangover-0-1000-0-1500-crop.jpg?v=6464871bf5
318,How to Train Your Dragon,2010,4.02,https://a.ltrbxd.com/resized/sm/upload/0r/r7/c6/7e/hIXX3IRFy0InUOmYeWjvhCAgQNj-0-1000-0-1500-crop.jpg?v=d158027eb4
319,mother!,2017,3.47,https://a.ltrbxd.com/resized/film-poster/3/1/6/3/1/1/316311-mother--0-1000-0-1500-crop.jpg?v=399e8950fd
320,City of God,2002,4.52,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/3/51523-city-of-god-0-1000-0-1500-crop.jpg?v=7517ea94ce
321,The Killer,2023,3.41,https://a.ltrbxd.com/resized/film-poster/7/1/7/6/5/4/717654-the-killer-0-1000-0-1500-crop.jpg?v=39fba8ec40
322,Pan's Labyrinth,2006,4.16,https://a.ltrbxd.com/resized/film-poster/5/1/0/4/7/51047-pan-s-labyrinth-0-1000-0-1500-crop.jpg?v=79f89e7325
323,When Harry Met Sally...,1989,4.05,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/5/51485-when-harry-met-sally--0-1000-0-1500-crop.jpg?v=2f277e2fe7
324,"Crazy, Stupid, Love.",2011,3.66,https://a.ltrbxd.com/resized/film-poster/1/5/0/5/1/15051-crazy-stupid-love--0-1000-0-1500-crop.jpg?v=262be4c415
325,Shaun of the Dead,2004,3.97,https://a.ltrbxd.com/resized/sm/upload/36/av/yn/jg/yWEeWO7fLs45XOcb94GPiLrHBRG-0-1000-0-1500-crop.jpg?v=f9f1d6b3fe
326,One Flew Over the Cuckoo's Nest,1975,4.36,https://a.ltrbxd.com/resized/sm/upload/lf/ry/hy/2e/RHteRHXqym9f0gI4cmChbFOxD-0-1000-0-1500-crop.jpg?v=1e6a37509a
327,E.T. the Extra-Terrestrial,1982,3.85,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/0/51520-e-t-the-extra-terrestrial-0-1000-0-1500-crop.jpg?v=abed7069ac
328,May December,2023,3.71,https://a.ltrbxd.com/resized/sm/upload/zh/p4/cg/6v/may-december-0-1000-0-1500-crop.jpg?v=40f7f230a3
329,Ocean's Eleven,2001,3.89,https://a.ltrbxd.com/resized/sm/upload/cq/zv/tn/d6/5ZfdSZeP4ZDJwA3Q17SpxV6wBjF-0-1000-0-1500-crop.jpg?v=f958fb5718
330,Corpse Bride,2005,3.81,https://a.ltrbxd.com/resized/sm/upload/v1/h6/lc/lu/o9GbcdP7rOg2m1NyUnUR3ZwNcTE-0-1000-0-1500-crop.jpg?v=1ee3b92ded
331,The Sixth Sense,1999,4.02,https://a.ltrbxd.com/resized/film-poster/5/1/4/0/7/51407-the-sixth-sense-0-1000-0-1500-crop.jpg?v=ab482dfeb6
332,La Haine,1995,4.51,https://a.ltrbxd.com/resized/film-poster/5/1/6/8/4/51684-la-haine-0-1000-0-1500-crop.jpg?v=b6677cc136
333,Cruella,2021,3.44,https://a.ltrbxd.com/resized/film-poster/2/6/6/6/7/6/266676-cruella-0-1000-0-1500-crop.jpg?v=310d3d59a9
334,A Star Is Born,2018,3.61,https://a.ltrbxd.com/resized/film-poster/2/6/1/1/0/8/261108-a-star-is-born-0-1000-0-1500-crop.jpg?v=29d345083a
335,The Exorcist,1973,3.99,https://a.ltrbxd.com/resized/film-poster/4/7/0/4/8/47048-the-exorcist-0-1000-0-1500-crop.jpg?v=897c9aa211
336,The Black Phone,2021,3.25,https://a.ltrbxd.com/resized/film-poster/6/7/7/5/7/1/677571-the-black-phone-0-1000-0-1500-crop.jpg?v=45a499c08d
337,Kiki's Delivery Service,1989,4.13,https://a.ltrbxd.com/resized/sm/upload/5e/rk/0e/99/C70E830B-E641-4CD4-87B3-8DFB91383E20-0-1000-0-1500-crop.jpg?v=359a791d0d
338,The Big Short,2015,3.82,https://a.ltrbxd.com/resized/film-poster/2/4/6/0/1/3/246013-the-big-short-0-1000-0-1500-crop.jpg?v=53fc881989
339,All of Us Strangers,2023,3.94,https://a.ltrbxd.com/resized/film-poster/8/9/5/2/9/0/895290-all-of-us-strangers-0-1000-0-1500-crop.jpg?v=6b8a3d00c7
340,Kung Fu Panda,2008,3.85,https://a.ltrbxd.com/resized/sm/upload/wn/0t/9w/2v/mk3UyyaLyXhgIhmLji25OUPXvGR-0-1000-0-1500-crop.jpg?v=ad94029f2c
341,Annihilation,2018,3.57,https://a.ltrbxd.com/resized/film-poster/2/2/7/7/8/4/227784-annihilation-0-1000-0-1500-crop.jpg?v=35308091d6
342,Train to Busan,2016,3.95,https://a.ltrbxd.com/resized/film-poster/3/3/0/9/1/2/330912-train-to-busan-0-1000-0-1500-crop.jpg?v=c85e151cfe
343,Wonder Woman,2017,3.27,https://a.ltrbxd.com/resized/film-poster/2/2/5/0/2/7/225027-wonder-woman-0-1000-0-1500-crop.jpg?v=4d37bba9b1
344,Manchester by the Sea,2016,4.11,https://a.ltrbxd.com/resized/sm/upload/i7/li/tp/62/i0t7F6b4R1wURRESAiw9VJNuVoV-0-1000-0-1500-crop.jpg?v=65942464ea
345,The Imitation Game,2014,3.80,https://a.ltrbxd.com/resized/film-poster/1/4/6/9/5/4/146954-the-imitation-game-0-1000-0-1500-crop.jpg?v=818ff18071
346,The Hunger Games: Mockingjay – Part 2,2015,3.29,https://a.ltrbxd.com/resized/sm/upload/tq/6c/uw/7r/nN4cEJMHJHbJBsp3vvvhtNWLGqg-0-1000-0-1500-crop.jpg?v=2b65a152e1
347,Heat,1995,4.27,https://a.ltrbxd.com/resized/film-poster/5/1/9/9/4/51994-heat-0-1000-0-1500-crop.jpg?v=54dce97dc6
348,Ponyo,2008,4.05,https://a.ltrbxd.com/resized/film-poster/4/4/5/9/4/44594-ponyo-0-1000-0-1500-crop.jpg?v=6e5faa20db
349,Before Sunset,2004,4.34,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/0/51970-before-sunset-0-1000-0-1500-crop.jpg?v=059bc2bbc0
350,Full Metal Jacket,1987,4.20,https://a.ltrbxd.com/resized/sm/upload/l0/l4/6c/7v/29veIwD38rVL2qY74emXQw4y25H-0-1000-0-1500-crop.jpg?v=6e44829670
351,The Fabelmans,2022,4.01,https://a.ltrbxd.com/resized/film-poster/7/2/1/2/8/8/721288-the-fabelmans-0-1000-0-1500-crop.jpg?v=93ea6717b8
352,Venom,2018,2.84,https://a.ltrbxd.com/resized/film-poster/2/6/5/4/3/8/265438-venom-0-1000-0-1500-crop.jpg?v=044d757925
353,Beetlejuice,1988,3.77,https://a.ltrbxd.com/resized/sm/upload/rs/wk/3i/nt/gWnW7vxm8yr01TVLQhL4aI02orp-0-1000-0-1500-crop.jpg?v=f8250fbc59
354,The Amazing Spider-Man 2,2014,2.91,https://a.ltrbxd.com/resized/sm/upload/fs/xh/ms/hx/9HFdUfEuvbsaBfroPZNeDiA9W9-0-1000-0-1500-crop.jpg?v=4bb266c754
355,Toy Story 4,2019,3.42,https://a.ltrbxd.com/resized/film-poster/2/2/8/6/2/8/228628-toy-story-4-0-1000-0-1500-crop.jpg?v=e5bf22ba02
356,Chungking Express,1994,4.30,https://a.ltrbxd.com/resized/film-poster/4/5/6/0/2/45602-chungking-express-0-1000-0-1500-crop.jpg?v=9475abb05b
357,Casablanca,1942,4.27,https://a.ltrbxd.com/resized/sm/upload/kq/vf/8s/1p/wOBKAoUJZb5qTsWv5XXvVV2vUzz-0-1000-0-1500-crop.jpg?v=cdb9b25970
358,Stand by Me,1986,4.15,https://a.ltrbxd.com/resized/film-poster/5/1/8/2/1/51821-stand-by-me-0-1000-0-1500-crop.jpg?v=b3163b5def
359,Free Guy,2021,3.04,https://a.ltrbxd.com/resized/film-poster/4/7/9/8/1/4/479814-free-guy-0-1000-0-1500-crop.jpg?v=0cd7303445
360,Easy A,2010,3.42,https://a.ltrbxd.com/resized/film-poster/2/6/7/7/0/26770-easy-a-0-1000-0-1500-crop.jpg?v=61986c3654
361,13 Going on 30,2004,3.57,https://a.ltrbxd.com/resized/sm/upload/um/45/8m/or/t0c3qxcKSaO4iBYVAzIeyPbC8I1-0-1000-0-1500-crop.jpg?v=72ab2e2ec7
362,Fallen Angels,1995,4.19,https://a.ltrbxd.com/resized/film-poster/4/5/4/8/9/45489-fallen-angels-0-1000-0-1500-crop.jpg?v=26d8dd7207
363,Ant-Man and the Wasp,2018,2.90,https://a.ltrbxd.com/resized/film-poster/2/9/6/3/4/1/296341-ant-man-and-the-wasp-0-1000-0-1500-crop.jpg?v=a94b0d3017
364,School of Rock,2003,3.75,https://a.ltrbxd.com/resized/film-poster/5/0/9/5/0/50950-school-of-rock-0-1000-0-1500-crop.jpg?v=1d462b4ca3
365,Good Time,2017,4.00,https://a.ltrbxd.com/resized/film-poster/3/6/2/3/6/2/362362-good-time-0-1000-0-1500-crop.jpg?v=f7b17715d2
366,The Green Mile,1999,4.22,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/3/51613-the-green-mile-0-1000-0-1500-crop.jpg?v=fff3d0bd1f
367,John Wick: Chapter 2,2017,3.69,https://a.ltrbxd.com/resized/sm/upload/wb/rc/zd/o6/fWz9LMfdES80BsJKucgzI5ZJhnB-0-1000-0-1500-crop.jpg?v=d5d6ba1b6e
368,Memories of Murder,2003,4.41,https://a.ltrbxd.com/resized/sm/upload/84/xt/e8/mw/gawnVe9cFowdoDLo9Pok12NTw39-0-1000-0-1500-crop.jpg?v=7cad204593
369,"Three Billboards Outside Ebbing, Missouri",2017,4.03,https://a.ltrbxd.com/resized/film-poster/2/9/1/6/1/0/291610-three-billboards-outside-ebbing-missouri-0-1000-0-1500-crop.jpg?v=26123017e3
370,Grave of the Fireflies,1988,4.45,https://a.ltrbxd.com/resized/film-poster/4/4/5/5/8/44558-grave-of-the-fireflies-0-1000-0-1500-crop.jpg?v=0c61fd55f0
371,Ready Player One,2018,3.24,https://a.ltrbxd.com/resized/film-poster/2/6/1/8/6/6/261866-ready-player-one-0-1000-0-1500-crop.jpg?v=e84ba98da4
372,Top Gun,1986,3.37,https://a.ltrbxd.com/resized/sm/upload/e9/dh/nn/5w/fKSZl8ONN7DQh5ujgdObRIFmhiZ-0-1000-0-1500-crop.jpg?v=042d149015
373,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,3.04,https://a.ltrbxd.com/resized/film-poster/4/2/6/1/3/1/426131-birds-of-prey-and-the-fantabulous-emancipation-of-one-har-0-1000-0-1500-crop.jpg?v=e326912be2
374,Palm Springs,2020,3.76,https://a.ltrbxd.com/resized/film-poster/5/1/5/4/6/7/515467-palm-springs-0-1000-0-1500-crop.jpg?v=d3df94888b
375,Frances Ha,2012,4.03,https://a.ltrbxd.com/resized/film-poster/9/6/0/8/3/96083-frances-ha-0-1000-0-1500-crop.jpg?v=0bb538988b
376,Silver Linings Playbook,2012,3.67,https://a.ltrbxd.com/resized/film-poster/6/9/1/5/1/69151-silver-linings-playbook-0-1000-0-1500-crop.jpg?v=dabe98e003
377,Citizen Kane,1941,4.21,https://a.ltrbxd.com/resized/film-poster/2/7/0/2/2702-citizen-kane-0-1000-0-1500-crop.jpg?v=56bbc53dfd
378,The Lego Movie,2014,3.79,https://a.ltrbxd.com/resized/sm/upload/az/2g/rn/wz/7HdNvpAMnU9rjKDJSFzAjnsz0eh-0-1000-0-1500-crop.jpg?v=d12c4cb9e6
379,Thor: The Dark World,2013,2.22,https://a.ltrbxd.com/resized/sm/upload/pc/xw/7h/17/bnX5PqAdQZRXSw3aX3DutDcdso5-0-1000-0-1500-crop.jpg?v=4c0f579fe5
380,It Chapter Two,2019,2.88,https://a.ltrbxd.com/resized/film-poster/4/0/5/5/4/5/405545-it-chapter-two-0-1000-0-1500-crop.jpg?v=727cc83650
381,Smile,2022,2.82,https://a.ltrbxd.com/resized/film-poster/7/9/3/8/8/3/793883-smile-0-1000-0-1500-crop.jpg?v=54791d7575
382,Guillermo del Toro's Pinocchio,2022,3.98,https://a.ltrbxd.com/resized/film-poster/4/8/4/2/6/3/484263-guillermo-del-toro-s-pinocchio-0-1000-0-1500-crop.jpg?v=1408b5602c
383,Ant-Man and the Wasp: Quantumania,2023,2.26,https://a.ltrbxd.com/resized/film-poster/5/6/6/2/3/7/566237-ant-man-and-the-wasp-quantumania-0-1000-0-1500-crop.jpg?v=27ced3fac4
384,Zombieland,2009,3.53,https://a.ltrbxd.com/resized/film-poster/3/9/3/5/2/39352-zombieland-0-1000-0-1500-crop.jpg?v=f8bb88fc79
385,Akira,1988,4.27,https://a.ltrbxd.com/resized/sm/upload/xk/25/lu/0m/mi2Axov7Hy20wieoGfrbqDWLjSr-0-1000-0-1500-crop.jpg?v=dd1e90619a
386,Midnight in Paris,2011,3.71,https://a.ltrbxd.com/resized/sm/upload/1e/0j/vs/s6/xxSopLYATHXSepXcEaBh9Gazv6p-0-1000-0-1500-crop.jpg?v=6073ba801b
387,Scream,2022,3.21,https://a.ltrbxd.com/resized/film-poster/5/7/2/1/1/9/572119-scream-0-1000-0-1500-crop.jpg?v=9dc682121f
388,Beau Is Afraid,2023,3.44,https://a.ltrbxd.com/resized/film-poster/7/1/5/8/5/6/715856-beau-is-afraid-0-1000-0-1500-crop.jpg?v=b5fd01665a
389,Rear Window,1954,4.38,https://a.ltrbxd.com/resized/film-poster/5/1/5/5/2/51552-rear-window-0-1000-0-1500-crop.jpg?v=855a2e3070
390,Scream VI,2023,3.39,https://a.ltrbxd.com/resized/film-poster/8/3/9/2/4/4/839244-scream-vi-0-1000-0-1500-crop.jpg?v=07a255685d
391,Elemental,2023,3.31,https://a.ltrbxd.com/resized/film-poster/8/7/8/8/5/4/878854-elemental-0-1000-0-1500-crop.jpg?v=949da202f5
392,John Wick: Chapter 3 – Parabellum,2019,3.68,https://a.ltrbxd.com/resized/film-poster/3/9/0/0/3/9/390039-john-wick-chapter-3-parabellum-0-1000-0-1500-crop.jpg?v=589aeaad00
393,mid90s,2018,3.77,https://a.ltrbxd.com/resized/film-poster/3/7/0/4/5/1/370451-mid90s-0-1000-0-1500-crop.jpg?v=75ec66cf80
394,Love Actually,2003,3.44,https://a.ltrbxd.com/resized/sm/upload/m4/4f/b1/h3/kfX8Ctin3fSZbdnjh6CXSNZUOVP-0-1000-0-1500-crop.jpg?v=4ac6c52761
395,Ford v Ferrari,2019,3.96,https://a.ltrbxd.com/resized/film-poster/2/9/1/4/1/9/291419-ford-v-ferrari-0-1000-0-1500-crop.jpg?v=27ed4e72db
396,The Princess Bride,1987,4.05,https://a.ltrbxd.com/resized/sm/upload/hk/2u/bd/9p/gpxjoE0yvRwIhFEJgNArtKtaN7S-0-1000-0-1500-crop.jpg?v=544eada136
397,Ready or Not,2019,3.54,https://a.ltrbxd.com/resized/film-poster/4/9/5/9/6/9/495969-ready-or-not-0-1000-0-1500-crop.jpg?v=13279f6ca8
398,Civil War,2024,3.68,https://a.ltrbxd.com/resized/film-poster/8/3/4/6/5/6/834656-civil-war-0-1000-0-1500-crop.jpg?v=aefec33dbe
399,Minari,2020,4.09,https://a.ltrbxd.com/resized/film-poster/5/4/2/4/4/9/542449-minari-0-1000-0-1500-crop.jpg?v=29fbd9f379
400,Snowpiercer,2013,3.69,https://a.ltrbxd.com/resized/film-poster/8/8/4/8/8/88488-snowpiercer-0-1000-0-1500-crop.jpg?v=93b9024162
401,The Queen's Gambit,2020,4.23,https://a.ltrbxd.com/resized/film-poster/6/6/8/0/7/7/668077-the-queen-s-gambit-0-1000-0-1500-crop.jpg?v=13d0025c03
402,Hot Fuzz,2007,4.08,https://a.ltrbxd.com/resized/sm/upload/xe/2y/e6/gy/4XLSKzQcE4lIgJgd71Y8UhAhxqQ-0-1000-0-1500-crop.jpg?v=45bc32b708
403,Green Book,2018,3.72,https://a.ltrbxd.com/resized/film-poster/4/2/0/7/0/3/420703-green-book-0-1000-0-1500-crop.jpg?v=9919fcce4c
404,Carrie,1976,3.85,https://a.ltrbxd.com/resized/sm/upload/2c/5d/69/bc/uc3OvgmbnYaS5Y0BOjSmC1EmSz1-0-1000-0-1500-crop.jpg?v=52ac29973c
405,Leave the World Behind,2023,2.86,https://a.ltrbxd.com/resized/film-poster/6/4/8/8/6/9/648869-leave-the-world-behind-0-1000-0-1500-crop.jpg?v=927d0da068
406,Room,2015,3.98,https://a.ltrbxd.com/resized/sm/upload/19/uq/1o/de/eqFckcHuFCT1FrzLOAvXBb4jHwq-0-1000-0-1500-crop.jpg?v=04679b709c
407,M3GAN,2022,2.81,https://a.ltrbxd.com/resized/film-poster/4/6/5/6/4/9/465649-m3gan-0-1000-0-1500-crop.jpg?v=e0df89bac5
408,Mulan,1998,4.09,https://a.ltrbxd.com/resized/sm/upload/yz/dm/zk/5z/5vG3XyQNxOkl2Qd7D8MzMoY6sm2-0-1000-0-1500-crop.jpg?v=660de4097f
409,V for Vendetta,2005,3.84,https://a.ltrbxd.com/resized/film-poster/5/1/4/0/0/51400-v-for-vendetta-0-1000-0-1500-crop.jpg?v=c962ca4bec
410,Saw,2004,3.62,https://a.ltrbxd.com/resized/sm/upload/qd/18/jq/1b/oFl8U5Mzohs6z8mL8KT4Gjoiirm-0-1000-0-1500-crop.jpg?v=3c58ef6252
411,The Texas Chain Saw Massacre,1974,3.85,https://a.ltrbxd.com/resized/film-poster/3/1/9/8/5/31985-the-texas-chain-saw-massacre-0-1000-0-1500-crop.jpg?v=c63b3f1958
412,21 Jump Street,2012,3.58,https://a.ltrbxd.com/resized/film-poster/2/7/9/279-21-jump-street-0-1000-0-1500-crop.jpg?v=94d6b03998
413,Shiva Baby,2020,3.85,https://a.ltrbxd.com/resized/film-poster/5/8/9/0/9/3/589093-shiva-baby-0-1000-0-1500-crop.jpg?v=a258215f88
414,A Quiet Place Part II,2020,3.44,https://a.ltrbxd.com/resized/film-poster/4/5/0/3/3/7/450337-a-quiet-place-part-ii-0-1000-0-1500-crop.jpg?v=75a12b8eec
415,Pitch Perfect,2012,3.48,https://a.ltrbxd.com/resized/sm/upload/yw/kc/ma/m9/cLUMPdwCV0Dxd3P1ZkCXe7bVImI-0-1000-0-1500-crop.jpg?v=cd134ffb49
416,The Green Knight,2021,3.69,https://a.ltrbxd.com/resized/film-poster/4/8/8/3/9/9/488399-the-green-knight-0-1000-0-1500-crop.jpg?v=874a267b92
417,Children of Men,2006,4.30,https://a.ltrbxd.com/resized/sm/upload/ju/ac/6a/yi/lg7s7U1FQtB4VbLzvFUSgDX0frZ-0-1000-0-1500-crop.jpg?v=e4053ab6bf
418,Notting Hill,1999,3.63,https://a.ltrbxd.com/resized/sm/upload/pa/ej/k3/ft/notting-hill-0-1000-0-1500-crop.jpg?v=a589bf6ce2
419,No Time to Die,2021,3.50,https://a.ltrbxd.com/resized/film-poster/3/0/5/9/6/4/305964-no-time-to-die-0-1000-0-1500-crop.jpg?v=4651ce5b05
420,Nomadland,2020,3.83,https://a.ltrbxd.com/resized/film-poster/5/0/9/6/6/2/509662-nomadland-0-1000-0-1500-crop.jpg?v=942a672158
421,The Curious Case of Benjamin Button,2008,3.62,https://a.ltrbxd.com/resized/sm/upload/yh/ob/ip/lw/gjMR102u5hPdIAWX7O2rim8ZWgA-0-1000-0-1500-crop.jpg?v=3beffc5097
422,Blue Velvet,1986,4.09,https://a.ltrbxd.com/resized/film-poster/5/1/3/5/9/51359-blue-velvet-0-1000-0-1500-crop.jpg?v=b0ee3c20f6
423,Gravity,2013,3.50,https://a.ltrbxd.com/resized/sm/upload/4c/kn/9m/6a/221dfc20f8690b357b6b9ad66c13b5be-0-1000-0-1500-crop.jpg?v=9a0ce1ad93
424,How to Lose a Guy in 10 Days,2003,3.58,https://a.ltrbxd.com/resized/sm/upload/t0/2v/iy/9c/aiB7u6xZ9RWeDTQ7c92J8AoiHj3-0-1000-0-1500-crop.jpg?v=422ef264f8
425,Sicario,2015,3.97,https://a.ltrbxd.com/resized/film-poster/1/9/7/6/2/8/197628-sicario-0-1000-0-1500-crop.jpg?v=06d4163bb2
426,Phantom Thread,2017,4.14,https://a.ltrbxd.com/resized/film-poster/3/3/5/3/8/4/335384-phantom-thread-0-1000-0-1500-crop.jpg?v=6b47f80ec7
427,The Rocky Horror Picture Show,1975,4.00,https://a.ltrbxd.com/resized/film-poster/2/7/6/9/8/27698-the-rocky-horror-picture-show-0-1000-0-1500-crop.jpg?v=737e51d6bc
428,Carol,2015,4.01,https://a.ltrbxd.com/resized/film-poster/1/8/2/1/4/2/182142-carol-0-1000-0-1500-crop.jpg?v=41ac88b68e
429,Bird Box,2018,2.85,https://a.ltrbxd.com/resized/film-poster/3/4/0/2/0/2/340202-bird-box-0-1000-0-1500-crop.jpg?v=865f10f90a
430,Fantastic Beasts and Where to Find Them,2016,3.13,https://a.ltrbxd.com/resized/film-poster/1/8/2/9/1/0/182910-fantastic-beasts-and-where-to-find-them-0-1000-0-1500-crop.jpg?v=e777392de8
431,Come and See,1985,4.64,https://a.ltrbxd.com/resized/film-poster/3/6/1/9/2/36192-come-and-see-0-1000-0-1500-crop.jpg?v=741b0269bb
432,Mission: Impossible – Dead Reckoning Part One,2023,3.74,https://a.ltrbxd.com/resized/film-poster/5/0/3/4/0/2/503402-mission-impossible-dead-reckoning-part-one-0-1000-0-1500-crop.jpg?v=800fc297c1
433,It Follows,2014,3.48,https://a.ltrbxd.com/resized/sm/upload/zr/lv/9v/wy/4MrwJZr0R9LbyOgZqwLNmtzzxbu-0-1000-0-1500-crop.jpg?v=0f234ef9c3
434,Boyhood,2014,3.83,https://a.ltrbxd.com/resized/sm/upload/xi/gm/ev/iu/eKi4e5zXhQKs0De4xu5AAMvu376-0-1000-0-1500-crop.jpg?v=550c14e234
435,Pretty Woman,1990,3.62,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/6/51936-pretty-woman-0-1000-0-1500-crop.jpg?v=b190c1d6bc
436,Dungeons & Dragons: Honor Among Thieves,2023,3.52,https://a.ltrbxd.com/resized/film-poster/4/2/4/0/0/3/424003-dungeons-dragons-honor-among-thieves-0-1000-0-1500-crop.jpg?v=7c3c4fddf9
437,Evil Dead Rise,2023,3.18,https://a.ltrbxd.com/resized/film-poster/6/3/6/7/6/1/636761-evil-dead-rise-0-1000-0-1500-crop.jpg?v=51a7fe0b29
438,I'm Thinking of Ending Things,2020,3.48,https://a.ltrbxd.com/resized/film-poster/4/3/0/8/0/6/430806-i-m-thinking-of-ending-things-0-1000-0-1500-crop.jpg?v=16bd3ec573
439,Another Round,2020,4.08,https://a.ltrbxd.com/resized/film-poster/5/0/8/2/4/6/508246-another-round-0-1000-0-1500-crop.jpg?v=6227862b11
440,Suspiria,1977,3.95,https://a.ltrbxd.com/resized/film-poster/4/4/9/0/0/44900-suspiria-0-1000-0-1500-crop.jpg?v=d1fbb1d377
441,The Edge of Seventeen,2016,3.52,https://a.ltrbxd.com/resized/film-poster/3/1/1/8/9/4/311894-the-edge-of-seventeen-0-1000-0-1500-crop.jpg?v=2bd20dc1af
442,Jurassic World,2015,3.02,https://a.ltrbxd.com/resized/film-poster/1/0/4/1/7/4/104174-jurassic-world-0-1000-0-1500-crop.jpg?v=bb94ee6774
443,Skyfall,2012,3.90,https://a.ltrbxd.com/resized/sm/upload/5j/ag/wy/k3/bwCC7klDpDcVtEXDK74vDzXLyeF-0-1000-0-1500-crop.jpg?v=3241094b0a
444,"The Good, the Bad and the Ugly",1966,4.50,https://a.ltrbxd.com/resized/film-poster/5/1/6/6/6/51666-the-good-the-bad-and-the-ugly-0-1000-0-1500-crop.jpg?v=9474a84e63
445,Wreck-It Ralph,2012,3.58,https://a.ltrbxd.com/resized/film-poster/6/9/1/5/4/69154-wreck-it-ralph-0-1000-0-1500-crop.jpg?v=3c4fe486b3
446,Brave,2012,3.34,https://a.ltrbxd.com/resized/sm/upload/ct/de/cg/m1/tZhun7eLdyGv9nMJS9YTyOXeOCb-0-1000-0-1500-crop.jpg?v=31b29a5693
447,Punch-Drunk Love,2002,4.00,https://a.ltrbxd.com/resized/film-poster/4/7/9/1/4/47914-punch-drunk-love-0-1000-0-1500-crop.jpg?v=032fc20313
448,Ghostbusters,1984,3.76,https://a.ltrbxd.com/resized/film-poster/6/1/6/6/6166-ghostbusters-0-1000-0-1500-crop.jpg?v=02587ca19f
449,Rocky,1976,4.07,https://a.ltrbxd.com/resized/sm/upload/4z/ql/93/vq/2Zyuxm4fgCPKlnIdieHg7tfbxMS-0-1000-0-1500-crop.jpg?v=57dafbba23
450,Marie Antoinette,2006,3.73,https://a.ltrbxd.com/resized/sm/upload/k7/u1/3i/lu/xOdzoe3tC8X1v7M2Z86sdfjpVrO-0-1000-0-1500-crop.jpg?v=4b6cfecbaf
